PQID,Title,Author,Publication,Date,Year
1041291800,Spare Times: For Children: † [Schedule],"Graeber, Laurel",New York Times,"Sep 21, 2012",2012
1041133458,"One Year Later, Military Says Gay Policy Is Working: † [National Desk]","Bumiller, Elisabeth",New York Times,"Sep 20, 2012",2012
1041133642,Fewer Children Are Found Exposed to Violent Crime: † [National Desk],"Goode, Erica",New York Times,"Sep 20, 2012",2012
1040911234,Samsung-Apple Fight Moves to Marketing: † [Business/Financial Desk],"Vega, Tanzina; Chen, Brian X",New York Times,"Sep 19, 2012",2012
1040756621,"As Chicago Strike Goes On, the Mayor Digs In: † [National Desk]","Davey, Monica",New York Times,"Sep 18, 2012",2012
1040756619,"In a Brooklyn School Built on Trust, Metal Detectors Inject Fear: † [Metropolitan Desk]","Powell, Michael",New York Times,"Sep 18, 2012",2012
1040759144,Top Amateur in No Rush To Make Leap to Pros: † [Sports Desk],"Crouse, Karen",New York Times,"Sep 18, 2012",2012
1040759083,Manning Stymied By Falcons: † [Sports Desk],The Associated Press,New York Times,"Sep 18, 2012",2012
1040774270,"U.S. News: Teachers Fight Online Slams --- Amid Free-Speech Concerns, Law Targets Comments That 'Torment' Faculty","Eder, Steve",Wall Street Journal,"Sep 18, 2012",2012
1040774273,"The Fourth Estate, Still Thrilling to the Spirit of '08","Rabinowitz, Dorothy",Wall Street Journal,"Sep 18, 2012",2012
1039858431,A Preventable Massacre: † [Op-Ed],"Anziska, Seth",New York Times,"Sep 17, 2012",2012
1039858451,A Step Back: † [Sports Desk],"Kriegel, Mark",New York Times,"Sep 17, 2012",2012
1039691640,Taking It to the Grave: † [Question],"Galanes, Philip",New York Times,"Sep 16, 2012",2012
1039308656,Passion for Victory That Knew No Bounds: † [Sports Desk],"Araton, Harvey",New York Times,"Sep 14, 2012",2012
1039310568,"High School Is Over, But the Angst Is Not: † [Review]","Holden, Stephen",New York Times,"Sep 14, 2012",2012
1039310117,Spare Times: For Children: † [Schedule],"Graeber, Laurel",New York Times,"Sep 14, 2012",2012
1039178801,Lessons in the Chicago Teachers' Strike: † [Letter],,New York Times,"Sep 13, 2012",2012
1039005826,Teachers' Leader In Chicago Strike Shows Her Edge: † [National Desk],"Davey, Monica; Yaccino, Steven",New York Times,"Sep 12, 2012",2012
1039120056,Watson conjures up an all-new persona: † She's ready for diverse roles beyond loyal Hermione and 'Harry Potter',"Freydkin, Donna",USA TODAY,"Sep 12, 2012",2012
1038893818,"Chicago Teachers Go on Strike --- 350,000 Students Caught in Politically Fraught Dispute Over Pay, Job Security","Banchero, Stephanie",Wall Street Journal,"Sep 11, 2012",2012
1038573293,A Tight Election May Be Tangled In Legal Battles: † [National Desk],"Bronner, Ethan",New York Times,"Sep 10, 2012",2012
1038573189,"With No Contract Deal by Deadline in Chicago, Teachers Will Strike: † [National Desk]","Davey, Monica",New York Times,"Sep 10, 2012",2012
1038480956,Creating Characters You Worry About: † [Arts and Leisure Desk],"Brantley, Ben",New York Times,"Sep 9, 2012",2012
1038481444,Stage Girls In Hard-Knock Competition: † [Arts and Leisure Desk],"Healy, Patrick",New York Times,"Sep 9, 2012",2012
1038481434,Players' Support Of Gay Marriage Alters N.F.L. Image: † [Sports Desk],"Himmelsbach, Adam",New York Times,"Sep 9, 2012",2012
1038481426,"Violence, Dissected: † [Op-Ed]","Patterson, Christian; Sante, Luc",New York Times,"Sep 9, 2012",2012
1038478882,Sharing Paradise With the Barracuda: † [Travel Desk],"Schell, Orville",New York Times,"Sep 9, 2012",2012
1038403590,"School Year Just Begun, Union Talks In Chicago: † [National Desk]","Davey, Monica",New York Times,"Sep 8, 2012",2012
1038403566,A Tooth Fairy App? Believe It: † [Business/Financial Desk],"Carrns, Ann",New York Times,"Sep 8, 2012",2012
1038186102,Spare Times: For Children: † [Schedule],"Graeber, Laurel",New York Times,"Sep 7, 2012",2012
1038017663,Hearing Voices in The Clutter: † [House & Home/Style Desk],"Carlson, Margaret",New York Times,"Sep 6, 2012",2012
1037849744,A Modest Brooklynite Worth Hunting For: † [Review],"Mishan, Ligaya",New York Times,"Sep 5, 2012",2012
1037869998,Inside The Times: † [Summary],,New York Times,"Sep 4, 2012",2012
1037735754,Autistic Pupils Face Far More Bullying: † [Science Desk],"O'connor, Anahad",New York Times,"Sep 4, 2012",2012
1037733493,"World News: New Mine Clashes Rattle South Africa --- Ruling Party, Industry Are Under Pressure to Address Anger","Maylie, Devon",Wall Street Journal,"Sep 4, 2012",2012
1037549312,"Ever Loyal, Stocking Up For School: † [Metropolitan Desk]","Beck, Sara",New York Times,"Sep 2, 2012",2012
1037549498,"It's Not All About Him, He Said Often: † [Style Desk]","Leibovich, Mark",New York Times,"Sep 2, 2012",2012
1037495732,"REVIEW --- Books -- Children's Books: Dim Shadows, And Dazzling Starlight",Meghan Cox Gurdon,Wall Street Journal,"Sep 1, 2012",2012
1036813840,Chicago Teachers Give Notice Of Possible Deadline for Strike: † [National Desk],"Yaccino, Steven",New York Times,"Aug 30, 2012",2012
1036815237,What's On Today: † [Schedule],"Shattuck, Kathryn",New York Times,"Aug 30, 2012",2012
1036813848,Back to School: Were We Ever Away?: † [Style Desk],"Paul, Pamela",New York Times,"Aug 30, 2012",2012
1035451500,New Code Aims to Ease Suspensions Of Students: † [Metropolitan Desk],"Baker, Al",New York Times,"Aug 29, 2012",2012
1035189328,"With Five Romney Sons, Five More Spokesmen: † [Politics]","Sheryl Gay Stolberg; Parker, Ashley",New York Times,"Aug 28, 2012",2012
1035189330,Overtreatment Is Taking a Harmful Toll: † [Science Desk],"Parker-Pope, Tara",New York Times,"Aug 28, 2012",2012
1035274198,"Camps for burn survivors let kids shake off the stares: † Scars don't matter here, and the focus is on having fun","DiBlasio, Natalie",USA TODAY,"Aug 28, 2012",2012
1035204416,The Parent-Trigger War Escalates,Anonymous,Wall Street Journal,"Aug 28, 2012",2012
1035262703,"Now, the Next Stage: † [Arts and Leisure Desk]","Healy, Patrick",New York Times,"Aug 26, 2012",2012
1035262751,The Best Reviews Money Can Buy: † [Money and Business/Financial Desk],"Streitfeld, David",New York Times,"Aug 26, 2012",2012
1035262734,Finding Humanity In a Disturbing Mind: † [Review],"Gates, Anita",New York Times,"Aug 26, 2012",2012
1035262659,"After Gay Son's Suicide, Mother Finds Blame in Herself and in Her Church: † [Metropolitan Desk]","Zernike, Kate",New York Times,"Aug 25, 2012",2012
1034928779,City News: Another Youngster Is Killed by a Gunshot,"Mann, Ted; Gold, Danny",Wall Street Journal,"Aug 25, 2012",2012
1034774702,"Galt, Gold And God: † [Op-Ed]","Krugman, Paul",New York Times,"Aug 24, 2012",2012
1034643473,Inside the Times: † [Summary],,New York Times,"Aug 23, 2012",2012
1034675183,"After Dinner, the Fireworks: † [House & Home/Style Desk]","Oppenheimer, Mark",New York Times,"Aug 23, 2012",2012
1034676735,"Dom Mintoff, Ex-Leader Of Malta, Is Dead at 96: † [Obituary (Obit); Biography]","McFADDEN, ROBERT D",New York Times,"Aug 22, 2012",2012
1034582237,A Giants mess: † Hazing incident throws cold water on notion of team having quiet camp,"Corbett, Jim",USA TODAY,"Aug 22, 2012",2012
1034582236,Hazing makes professionals look childish: † Giants incident marked by irresponsible behavior,"Bell, Jarrett",USA TODAY,"Aug 22, 2012",2012
1034582248,50 YEARS IN SPIDER-MAN'S WEB,"Truitt, Brian",USA TODAY,"Aug 22, 2012",2012
1034676450,"Dom Mintoff, Ex-Leader Of Malta, Is Dead at 96: † [Correction]","McFADDEN, ROBERT D",New York Times,"Aug 21, 2012",2012
1034335244,Penn State Hero Who Was Full of Greatness and Flaws: † [Review],"Garner, Dwight",New York Times,"Aug 21, 2012",2012
1034442658,Beamer piles up wins but no crown: † Coach tops winners who lack national title,"Lopresti, Mike",USA TODAY,"Aug 21, 2012",2012
1034442763,"Writer goes from undone to whole: † Wally Lamb reached out, helped David Fitzpatrick find his voice","Minzesheimer, Bob",USA TODAY,"Aug 21, 2012",2012
1034186112,"Routing Djokovic, Federer Rolls On: † [Sports Desk]","Rothenberg, Ben",New York Times,"Aug 20, 2012",2012
1034291127,"Giants video goes viral, to Coughlin's dismay","Manahan, Kevin",USA TODAY,"Aug 20, 2012",2012
1034230267,The Graduate: † [T: Women's Fashion Magazine],"Self, Will",New York Times,"Aug 19, 2012",2012
1034230116,"Karl Fleming, 84, Journalist Who Covered Civil Rights Era: † [Obituary (Obit); Biography]","Hevesi, Dennis",New York Times,"Aug 19, 2012",2012
1033801549,An Insurance Case That Flooded the Net: † [Business/Financial Desk],"Lieber, Ron",New York Times,"Aug 18, 2012",2012
1033807684,REVIEW --- Books -- Children's Books: Ma Goose Flies Again,Meghan Cox Gurdon,Wall Street Journal,"Aug 18, 2012",2012
1033641230,Seeing Ghosts Wherever He Looks: † [Review],Manohla Dargis,New York Times,"Aug 17, 2012",2012
1033768053,"'ParaNorman' a zombie feast: † Kids get a visual good time, and a timely message","Puig, Claudia",USA TODAY,"Aug 17, 2012",2012
1033567894,'PARANORMAN' LEADS THE CHARGE: † Horror bumps up against humor in a slew of kids' films,"Wloszczyna, Susan",USA TODAY,"Aug 16, 2012",2012
1033375760,"Walking, Talking, Leafy Young Boy Sprouts From a Box of Wishes: † [Review]","Scott, A O",New York Times,"Aug 15, 2012",2012
1033560659,Scrutiny for Casino Mogul's Frontman in China: † [National Desk],"Luo, Michael; Gough, Neil; Wong, Edward",New York Times,"Aug 14, 2012",2012
1033141598,"Beneath the Dappled Light, There's Safety and Charm in Numbers: † [Review]","Macaulay, Alastair",New York Times,"Aug 13, 2012",2012
1033488334,"Jean Merrill, 89, a Writer Of Children's Underdog Tales: † [Obituary (Obit); Biography]","Vitello, Paul",New York Times,"Aug 12, 2012",2012
1033152519,"Trying to Be Stars, Like the Guys They Portrayed: † [Arts and Leisure Desk]","Lee, Felicia R",New York Times,"Aug 12, 2012",2012
1033488359,How to Get Doping Out of Sports: † [Op-Ed],"Vaughters, Jonathan",New York Times,"Aug 12, 2012",2012
1033008076,Heard & Scene: Helping A Lady In Need,"Heyman, Marshall",Wall Street Journal,"Aug 11, 2012",2012
1032863459,"U.S. News: Amid Strife, a Mosque Rises --- Tennessee Islamic Center That Prompted Protests and Lawsuits Will Hold Its First Prayers Friday","McWhirter, Cameron",Wall Street Journal,"Aug 10, 2012",2012
1032677638,STREEP AND JONES -- OPPOSITES ATTRACT: † That made it easy for them to play a couple married 31 years in 'Hope Springs',"Freydkin, Donna",USA TODAY,"Aug 8, 2012",2012
1030815736,Spare Times: For Children: † [Schedule],"Graeber, Laurel",New York Times,"Aug 3, 2012",2012
1030849158,One Sure Formula for Controversy,"Reddy, Sumanthi",Wall Street Journal,"Aug 3, 2012",2012
1030831354,FRIDAY JOURNAL --- Television -- Review: Countdown to Hard Time,"Rabinowitz, Dorothy",Wall Street Journal,"Aug 3, 2012",2012
1030475498,"In Virtual Play, Sex Harassment Is All Too Real: † [National Desk]","O'leary, Amy",New York Times,"Aug 2, 2012",2012
1030475538,"Gore Vidal, Prolific, Elegant, Acerbic Man of Letters, Dies at 86: † [Obituary (Obit); Biography]","McGRATH, CHARLES",New York Times,"Aug 2, 2012",2012
1030483328,Inside the Hit Factory for Kids --- Kidz Bop Churns Out Mom-Approved Covers of Pop Songs for the Loose-Tooth Set,"Rosman, Katherine",Wall Street Journal,"Aug 2, 2012",2012
1030483509,London 2012: Babble & Squeak,Anonymous,Wall Street Journal,"Aug 2, 2012",2012
1032661150,"Prolific, Elegant, Acerbic Writer: † [Obituary (Obit); Biography][2]","McGRATH, CHARLES",New York Times,"Aug 1, 2012",2012
1030174237,"For Hunter, A Mission To Disprove Naysayers: † [Sports Desk]","Shpigel, Ben",New York Times,"Jul 31, 2012",2012
1030196362,Greater New York Watch,Anonymous,Wall Street Journal,"Jul 31, 2012",2012
1030135248,"Parents can inflict deep emotional harm: † And not realize effect it has on children, pediatric group says","Painter, Kim",USA TODAY,"Jul 30, 2012",2012
1030071156,'Whatever Means Necessary',Anonymous,Wall Street Journal,"Jul 30, 2012",2012
1029952238,Looking Past The Smile And the Sheen: † [Arts and Leisure Desk],"Abbott, Megan",New York Times,"Jul 29, 2012",2012
1029952506,No Lifeguard on Duty: † [Op-Ed],"Shapton, Leanne",New York Times,"Jul 29, 2012",2012
1027988907,Spare Times: For Children: † [Schedule],"Graeber, Laurel",New York Times,"Jul 27, 2012",2012
1029455422,"From Katniss to Catwoman: Five fierce film females: † They hail from the distant corners of outer space to the swampy wilds of Louisiana, from comic-book universes to updated fairy tales. They stand their ground against monsters both mythical and human. And they are first and foremost female. Hollywood has ma","Wloszczyna, Susan",USA TODAY,"Jul 27, 2012",2012
1027812010,"For This Bag, Keep Your Earplugs in an Outside Pocket: † [Business/Personal Tech]","Furchgott, Roy",New York Times,"Jul 26, 2012",2012
1027631313,Theater In Review: Swing State: † [Review],"Rampell, Catherine",New York Times,"Jul 25, 2012",2012
1027595068,"Can NCAA's swift blow change football culture?: † Big money, big swagger and a legion of fans","Schrotenboer, Brent",USA TODAY,"Jul 24, 2012",2012
1027595022,Court appearance offers few clues: † Suspect's odd behavior raises more questions,"Bello, Marisol; Strauss, Gary",USA TODAY,"Jul 24, 2012",2012
1027595057,"Elton John says compassion can conquer AIDS: † Singer seeks end to 'shame, stigma'","Szabo, Liz",USA TODAY,"Jul 24, 2012",2012
1027259037,"So, Roomie, Let's Talk: † [Education Life Supplement]","Slotnik, Daniel E",New York Times,"Jul 22, 2012",2012
1027256099,Don't Jump to Conclusions About the Killer: † [Op-Ed],"Cullen, Dave",New York Times,"Jul 22, 2012",2012
1027009074,Spare Times: For Children: † [Schedule],"Graeber, Laurel",New York Times,"Jul 20, 2012",2012
1026636504,Boy Scouts To Continue Excluding Gay People: † [National Desk],"Eckholm, Erik",New York Times,"Jul 18, 2012",2012
1026791009,Governors right to be wary of state Medicaid expansion,,USA TODAY,"Jul 18, 2012",2012
1026784449,Critic's Corner,"Bianco, Robert",USA TODAY,"Jul 18, 2012",2012
1026663439,City News -- Urban Gardner: The Newest Generation of Ogres,"Gardner, Ralph, Jr",Wall Street Journal,"Jul 18, 2012",2012
1026663532,Careers: At Work / A Blog on Job Issues,Anonymous,Wall Street Journal,"Jul 18, 2012",2012
1025772589,A Turbulent Romany Family Working as Psychic Healers: † [Review],"Genzlinger, Neil",New York Times,"Jul 17, 2012",2012
1025772540,What's On Today: † [Schedule],"Shattuck, Kathryn",New York Times,"Jul 17, 2012",2012
1025785303,The Use of Eminent Domain Used to Have Clear Limits,Anonymous,Wall Street Journal,"Jul 17, 2012",2012
1024849018,The Boy Who Wanted to Fly: † [Op-Ed],"Dowd, Maureen",New York Times,"Jul 15, 2012",2012
1024847440,Tribes of the Swing States: † [Editorial],"Egan, Timothy",New York Times,"Jul 15, 2012",2012
1024777822,"Rocking Out, No Boys Allowed: † [National Desk]","Brown, Robbie",New York Times,"Jul 14, 2012",2012
1024777760,The Penn State Report: † [Letter],,New York Times,"Jul 14, 2012",2012
1024693169,Spare Times: For Children: † [Schedule],"Graeber, Laurel",New York Times,"Jul 13, 2012",2012
1024636739,"U.S. News -- Election 2012: Teachers Unions Give Broadly --- Beyond Their Political Donations, Two Largest Federations Contribute to an Array of Outside Groups","Mundy, Alicia",Wall Street Journal,"Jul 13, 2012",2012
1024558617,"Big names are taking to the small stage: † There aren't many Broadway openings in the summer, but that doesn't mean you won't have a chance to see stars on stage. This July and August, several familiar names are due in off-Broadway, regional and festival productions. USA TODAY's takes a quick look","Gardner, Elysa",USA TODAY,"Jul 12, 2012",2012
1024273971,Christie's tough guy act shows lack of civility,"Wickham, DeWayne",USA TODAY,"Jul 10, 2012",2012
1024202379,"World News: Egypt's Islamist Legislators Plan Session, Defying Court","Bradley, Matt",Wall Street Journal,"Jul 10, 2012",2012
1023971846,"In Ads, the Workers Rise Up ... and Go to Lunch: † [Business/Financial Desk]","Vega, Tanzina",New York Times,"Jul 8, 2012",2012
1023972137,What a Mechanical Performance! Bravo!: † [Arts and Leisure Desk],"Wright, Alex",New York Times,"Jul 8, 2012",2012
1023972156,"Navigating Loss, Exalting Imagination: † [Arts and Leisure Desk]","Hale, Mike",New York Times,"Jul 8, 2012",2012
1023881256,Responsibility Begins At Conception: † [Op-Ed],"Motro, Shari",New York Times,"Jul 7, 2012",2012
1024204400,City News: Man Allegedly Paid Teen to Fight Another,Anonymous,Wall Street Journal,"Jul 7, 2012",2012
1023496138,"Tempered In Fire, Molded By Pain: † [Sports Desk]","Waldstein, David",New York Times,"Jul 6, 2012",2012
1023496765,Spare Times: For Children: † [Schedule],"Graeber, Laurel",New York Times,"Jul 6, 2012",2012
1023012126,Let the Bounce-Back Begin: † [The Arts/Cultural Desk],"Barnes, Brooks; Cieply, Michael",New York Times,"Jul 3, 2012",2012
1023015453,Freedom Unleashed,"Lucas, Edward",Wall Street Journal,"Jul 3, 2012",2012
1022739082,Super-Dreams Of an Alternate World Order: † [Arts and Leisure Desk],"Manohla Dargis; Scott, A O",New York Times,"Jul 1, 2012",2012
1022533243,"A Bounty of Asian Movies: † [Movies, Performing Arts/Weekend Desk]","Hale, Mike",New York Times,"Jun 29, 2012",2012
1022536280,The Lady or the Teddy?: † [Review],"Scott, A O",New York Times,"Jun 29, 2012",2012
1022533231,Spare Times: For Children: † [Schedule],"Graeber, Laurel",New York Times,"Jun 29, 2012",2012
1022491686,U.S. men vault into national consciousness: † 'Big Three' lift men's gymnastics out of shadow,"Whiteside, Kelly",USA TODAY,"Jun 28, 2012",2012
1022491329,Sunscreen forbidden at schools and camps: † But safety concerns can lead to sunburns,"Painter, Kim",USA TODAY,"Jun 28, 2012",2012
1022262120,A Life Spent In Sugar And Spice: † [Review],"Garner, Dwight",New York Times,"Jun 27, 2012",2012
1022318436,The bus monitor and the bullies,,USA TODAY,"Jun 27, 2012",2012
1022086357,"'Big Brother'? No, It's Parents: † [Business/Financial Desk]","Sengupta, Somini",New York Times,"Jun 26, 2012",2012
1022089149,Education Dept. Retracts School Coach's Suspension: † [Metropolitan Desk],"Newcomer, Eric P",New York Times,"Jun 26, 2012",2012
1022086401,A Tale of Post-Traumatic Success Disorder: † [Review],"Kakutani, Michiko",New York Times,"Jun 26, 2012",2012
1022184391,Taunted bus monitor should have corrected bad behavior,,USA TODAY,"Jun 26, 2012",2012
1021955093,Block in East Harlem Celebrates Defeat of Drug Gang: † [Metropolitan Desk],"Edwards, Aaron",New York Times,"Jun 25, 2012",2012
1021955133,"Watching Others Watching Me, or Reflection in the YouTube Age: † [Review]","Caramanica, Jon",New York Times,"Jun 25, 2012",2012
1022035210,The 'Annoying Orange' joke is on Cartoon Network: † Success on the Web leads to a TV series,"Keveney, Bill",USA TODAY,"Jun 25, 2012",2012
1021964194,A Law That Lets the State Decide Who Can File Suit Against It: † [National Desk],"Ramsey, Ross",New York Times,"Jun 24, 2012",2012
1021977572,Cuteness: Another Word For Evil: † [Arts and Leisure Desk],"Angelo, Megan",New York Times,"Jun 24, 2012",2012
1021977448,A Star Athlete Makes a Big Move Off the Field: † [Style Desk],"Colman, David",New York Times,"Jun 24, 2012",2012
1021424852,Spare Times: For Children: † [Schedule],"Graeber, Laurel",New York Times,"Jun 22, 2012",2012
1020897082,"Reality TV sets bad example, fosters bullying in youths",,USA TODAY,"Jun 18, 2012",2012
1020715376,Principal Is Trampled In a Rush to Vilify: † [Metropolitan Desk],"Bellafante, Ginia",New York Times,"Jun 17, 2012",2012
1020715158,One Hard Way To Play Ball: † [News; Series],"Waldstein, David",New York Times,"Jun 17, 2012",2012
1020715325,"A Father, a Son and a Fighting Chance: † [Style Desk]","Zarrillo, Dominick",New York Times,"Jun 17, 2012",2012
1020652107,REVIEW --- Books -- Children's Books: Bound for Heaven,Meghan Cox Gurdon,Wall Street Journal,"Jun 16, 2012",2012
1020475829,The Listings: † [Schedule],,New York Times,"Jun 15, 2012",2012
1020584403,"America's 'whatever' war: † Canadians see the conflict as its crucible of national identity. Americans, not so much. Why it's a war to forget -- a war to remember.","Hampson, Rick",USA TODAY,"Jun 15, 2012",2012
1020584493,Humane treatment of poultry worth slight increase in price,,USA TODAY,"Jun 15, 2012",2012
1020578586,Sound choices for audiobooks on the road: † Sick of everyone singing along to the radio? Listen to these stories instead,"Donahue, Deirdre",USA TODAY,"Jun 15, 2012",2012
1020356020,Corrections & Clarifications,,USA TODAY,"Jun 14, 2012",2012
1020035902,"I'm a Mormon, Not a Christian: † [Op-Ed]","Mason, David V",New York Times,"Jun 13, 2012",2012
1020121073,"Bullies as criminals: † As the nation struggles with this schoolyard plague, police and prosecutors are being asked to address what used to be settled on campuses","Toppo, Greg",USA TODAY,"Jun 13, 2012",2012
1019867443,The Preoccupation of Poland --- Match Against Russia Stirs Emotions in Warsaw; 'Civilizations That Clash',"Futterman, Matthew",Wall Street Journal,"Jun 12, 2012",2012
